序号,介绍,网址,楼层,户型,小区,面积,时间,总价,单价,县区
1.05102E+11,万科物业，精装大2房，视野采光好，环境优美,https://sz.lianjia.com/ershoufang/105101750551.html,中楼层(共16层),2室2厅,万科金域东郡 ,68.21平米,2008年建塔楼  -  ,250,36652,坪山
1.05102E+11,坪山天虹；力高君御国际；78平米3房2厅2卫,https://sz.lianjia.com/ershoufang/105101907777.html,高楼层(共35层),3室2厅,力高君御国际 ,78.25平米,2016年建板塔结合  -  ,295,37700,坪山
1.05102E+11,东南朝向，看实验，视野无遮挡，业主诚售,https://sz.lianjia.com/ershoufang/105102131460.html,低楼层(共34层),3室2厅,万科金域缇香二期 ,75.38平米,2014年建板塔结合  -  ,320,42452,坪山
1.05102E+11,天虹一路之隔力高君御国际毛坯房，看上价格可谈,https://sz.lianjia.com/ershoufang/105102140428.html,高楼层(共35层),4室2厅,力高君御国际 ,87.9平米,2016年建板塔结合  -  ,345,39250,坪山
1.05102E+11,坪山聚龙山科技园片区；双拼大四房；业主换房急售！,https://sz.lianjia.com/ershoufang/105102203141.html,低楼层(共28层),4室2厅,丹梓龙庭 ,128.67平米,2014年建板楼  -  ,285,22150,坪山
1.05102E+11,大四房选招商，近公园，近六馆您值得拥有,https://sz.lianjia.com/ershoufang/105102322122.html,低楼层(共33层),4室2厅,坪山招商花园城南区 ,129.97平米,2015年建板塔结合  -  ,455,35009,坪山
1.05102E+11,京基御景印象三房  拎包入住标准 看房方便,https://sz.lianjia.com/ershoufang/105102322626.html,低楼层(共33层),3室2厅,京基御景印象一期 ,88.39平米,2016年建板塔结合  -  ,350,39598,坪山
1.05102E+11,天峦湖一线山水大宅；深圳大宅标杆沿线；,https://sz.lianjia.com/ershoufang/105102354244.html,低楼层(共32层),5室2厅,天峦湖 ,154.03平米,2016年建板塔结合  -  ,680,44148,坪山
1.05102E+11,★实用4房，朝南，视野开阔，小区居住适宜,https://sz.lianjia.com/ershoufang/105102354484.html,高楼层(共18层),4室2厅,深业御园 ,87.62平米,2012年建板楼  -  ,240,27392,坪山
1.05102E+11,天峦湖精装大四房，湖山观景美宅，万顷湖山窗前阅。,https://sz.lianjia.com/ershoufang/105102377830.html,中楼层(共32层),4室2厅,天峦湖 ,154.03平米,2016年建板塔结合  -  ,620,40252,坪山
1.05102E+11,招商花园城 ，精装南向3房，中高楼层，看花园景观,https://sz.lianjia.com/ershoufang/105102411030.html,中楼层(共33层),3室2厅,坪山招商花园城北区 ,87.23平米,2015年建板塔结合  -  ,330,37832,坪山
1.05102E+11,实用型三房，总价低，精装修。厅出阳台，朝向好,https://sz.lianjia.com/ershoufang/105102421958.html,中楼层(共33层),3室1厅,深业御园 ,75.6平米,2012年建板楼  -  ,220,29101,坪山
1.05103E+11,中高楼层视野好朝南户型通透大三房每个房间采光好....,https://sz.lianjia.com/ershoufang/105102504728.html,中楼层(共31层),3室2厅,大东城二期 ,89.06平米,2014年建板塔结合  -  ,365,40984,坪山
1.05103E+11,心海城 3室2厅 338万,https://sz.lianjia.com/ershoufang/105102646210.html,低楼层(共26层),3室2厅,心海城 ,94.4平米,板塔结合  -  ,338,35806,坪山
1.05103E+11,马峦山下物业，心海城大三房采光通风好是您理想家园！,https://sz.lianjia.com/ershoufang/105102646229.html,中楼层(共32层),3室2厅,心海城 ,94.04平米,塔楼  -  ,330,35092,坪山
1.05102E+11,龙光玖云著~复式小公寓~毛坯~业主诚心出售,https://sz.lianjia.com/ershoufang/105101618679.html,高楼层(共22层),1室0厅,龙光玖云著 ,36.66平米,2017年建板塔结合  -  ,110,30006,坪山
1.05102E+11,盈富家园 学好 生活配套齐 业主诚心出售,https://sz.lianjia.com/ershoufang/105101857638.html,低楼层(共9层),1室1厅,盈富家园 ,44.97平米,2006年建板塔结合  -  ,120,26685,坪山
1.05102E+11,刚需两房 总价低，看房方便公司有钥匙!,https://sz.lianjia.com/ershoufang/105102224639.html,高楼层(共32层),2室2厅,中粮一品澜山花园 ,79.06平米,2013年建板塔结合  -  ,220,27827,坪山
1.05102E+11,金地朗悦 2室1厅 270万,https://sz.lianjia.com/ershoufang/105102306810.html,高楼层(共33层),2室1厅,金地朗悦 ,73.56平米,2014年建塔楼  -  ,270,36705,坪山
1.05102E+11,首付40万买深圳房，小区环境好绿化优美，业主诚心出售,https://sz.lianjia.com/ershoufang/105102450857.html,高楼层(共32层),1室0厅,深业御园 ,40.6平米,2012年建板塔结合  -  ,114.9,28301,坪山
1.05102E+11,总价低，小户型，刚需房，户型方正,https://sz.lianjia.com/ershoufang/105102087239.html,中楼层(共25层),3室1厅,豪方菁园 ,56.73平米,2012年建板塔结合  -  ,238,41954,坪山
1.05102E+11,万科物业管理，业主诚意出售，看房方便。,https://sz.lianjia.com/ershoufang/105101539548.html,高楼层(共16层),2室2厅,万科金域东郡 ,68.18平米,2008年建塔楼  -  ,268,39308,坪山
1.05102E+11,坪山CBD区 ，交通方便，环境优雅,https://sz.lianjia.com/ershoufang/105101548705.html,高楼层(共16层),1室1厅,东津名座 ,48.36平米,2010年建塔楼  -  ,105,21713,坪山
1.05102E+11,大东城洋房 复式 两层 毛坯 万科物业,https://sz.lianjia.com/ershoufang/105101596966.html,低楼层(共6层),4室2厅,大东城二期 ,120.73平米,2014年建板塔结合  -  ,788,65270,坪山
1.05101E+11,坪山力高国际 精装标准3房 楼层高天虹一路之隔,https://sz.lianjia.com/ershoufang/105101309704.html,高楼层(共35层),3室2厅,力高君御国际 ,78.25平米,2016年建板塔结合  -  ,300,38339,坪山
1.05101E+11,满两年，四十万费用装修三房，南北通透,https://sz.lianjia.com/ershoufang/105101383699.html,中楼层(共33层),3室2厅,京基御景印象三期 ,88.51平米,2016年建板塔结合  -  ,368,41578,坪山
1.05101E+11,万科金域缇香二期 三房朝南中间楼层 户型方正,https://sz.lianjia.com/ershoufang/105101414390.html,低楼层(共34层),3室2厅,万科金域缇香二期 ,75.58平米,2014年建板塔结合  -  ,315,41678,坪山
1.05101E+11,天山天峦湖 大五房 朝南采光好 依山傍水尽享世外,https://sz.lianjia.com/ershoufang/105101494722.html,低楼层(共32层),5室2厅,天峦湖 ,156.16平米,2016年建板塔结合  -  ,640,40984,坪山
1.05102E+11,力高君御花园三房，南北通透，带装修，楼层好,https://sz.lianjia.com/ershoufang/105101523990.html,高楼层(共35层),3室2厅,力高君御国际 ,77.82平米,2016年建板塔结合  -  ,320,41121,坪山
1.05102E+11,京基御景印象四房两厅 毛坯 中楼层 满二欠款少,https://sz.lianjia.com/ershoufang/105101529263.html,低楼层(共33层),4室2厅,京基御景印象四期 ,88.3平米,2016年建板塔结合  -  ,320,36241,坪山
1.05102E+11,京基御景印象四期大四房 客厅出阳台 格局方正,https://sz.lianjia.com/ershoufang/105101548731.html,中楼层(共33层),4室2厅,京基御景印象四期 ,89平米,2016年建板塔结合  -  ,340,38203,坪山
1.05102E+11,京基御景印象二期 4室2厅 508万,https://sz.lianjia.com/ershoufang/105101548737.html,中楼层(共33层),4室2厅,京基御景印象二期 ,145平米,2015年建板塔结合  -  ,508,35035,坪山
1.05102E+11,京基御景印象四期 4室2厅 350万,https://sz.lianjia.com/ershoufang/105101548789.html,高楼层(共33层),4室2厅,京基御景印象四期 ,89.12平米,2016年建板塔结合  -  ,350,39273,坪山
1.05102E+11,六和城，精心装修四房，视野辽阔采光充足，诚心出售,https://sz.lianjia.com/ershoufang/105101568410.html,中楼层(共29层),4室2厅,六和城 ,86.88平米,2016年建板塔结合  -  ,330,37984,坪山
1.05102E+11,大东城二期 3室2厅 420万,https://sz.lianjia.com/ershoufang/105101568519.html,高楼层(共33层),3室2厅,大东城二期 ,84.4平米,2012年建板塔结合  -  ,420,49764,坪山
1.05102E+11,京基御景印象二期 3室2厅 405万,https://sz.lianjia.com/ershoufang/105101667337.html,低楼层(共29层),3室2厅,京基御景印象二期 ,129平米,2015年建板塔结合  -  ,405,31396,坪山
1.05102E+11,高阔方正三房，朝南精装宜居，满两年,https://sz.lianjia.com/ershoufang/105101676364.html,低楼层(共32层),3室2厅,金地朗悦 ,88.63平米,2014年建塔楼  -  ,270,30464,坪山
1.05102E+11,万科金域缇香二期，复式带花园！,https://sz.lianjia.com/ershoufang/105101696195.html,低楼层(共23层),4室1厅,万科金域缇香二期 ,89.31平米,2014年建板塔结合  -  ,550,61584,坪山
1.05102E+11,泰富华庭 四房 朝南 采光通风较好 单价2.8万住宅,https://sz.lianjia.com/ershoufang/105101734895.html,低楼层(共10层),4室2厅,泰富华庭 ,138.73平米,2006年建暂无数据  -  ,400,28833,坪山
1.05102E+11,***高楼层 标准3房 精装修***,https://sz.lianjia.com/ershoufang/105101857802.html,高楼层(共33层),3室2厅,坪山招商花园城北区 ,88.92平米,2015年建板塔结合  -  ,350,39362,坪山
1.05102E+11,业主换房诚心出售，精装实用型，总价低,https://sz.lianjia.com/ershoufang/105101858194.html,中楼层(共16层),4室2厅,深业御园 ,87.53平米,2012年建板塔结合  -  ,238,27191,坪山
1.05102E+11,东方威尼斯花园 4室2厅 328万,https://sz.lianjia.com/ershoufang/105101964559.html,中楼层(共11层),4室2厅,东方威尼斯花园 ,128.47平米,2003年建塔楼  -  ,328,25532,坪山
1.05102E+11,精装修标准大4房，诚心出售，满2年税少,https://sz.lianjia.com/ershoufang/105102059162.html,中楼层(共32层),4室2厅,中粮一品澜山花园 ,127.75平米,2013年建板塔结合  -  ,350,27398,坪山
1.05102E+11,此房红本在手精装修，阳台和两个阳台朝南看房要周末,https://sz.lianjia.com/ershoufang/105102161135.html,中楼层(共31层),3室1厅,深业东城国际 ,81平米,2013年建塔楼  -  ,290,35803,坪山
1.05102E+11,天虹楼上精装三房，采光通风好，视线无遮挡，看房方便,https://sz.lianjia.com/ershoufang/105102236965.html,高楼层(共33层),3室2厅,深业东城国际 ,80.93平米,2013年建塔楼  -  ,275,33980,坪山
1.05102E+11,中粮一品澜山南北向，采光通风好，视野宽阔 配套完善,https://sz.lianjia.com/ershoufang/105102258320.html,中楼层(共33层),3室1厅,中粮一品澜山花园 ,86.48平米,2013年建板塔结合  -  ,240,27753,坪山
1.05102E+11,标准四房，朝向朝南，采光好。诚心出售。,https://sz.lianjia.com/ershoufang/105102319585.html,低楼层(共34层),4室2厅,万科金域缇香二期 ,89平米,2014年建板塔结合  -  ,365,41012,坪山
1.05102E+11,深圳东部中粮， 刚需族上车楼盘,https://sz.lianjia.com/ershoufang/105102348704.html,高楼层(共32层),3室2厅,中粮一品澜山花园 ,83.44平米,2013年建板塔结合  -  ,280,33558,坪山
1.05102E+11,力高朝南精装三房 满2年税费少 户型方正实用,https://sz.lianjia.com/ershoufang/105102354684.html,中楼层(共35层),3室2厅,力高君御国际 ,78.25平米,2016年建板塔结合  -  ,280,35783,坪山
1.05102E+11,坪山区旁  万科品牌 满2年 精装,https://sz.lianjia.com/ershoufang/105102388912.html,中楼层(共21层),3室2厅,万科金域东郡 ,89.17平米,2008年建塔楼  -  ,350,39251,坪山
1.05102E+11,此房满2年，精装朝南3房，随时看房，中高楼层采光通透,https://sz.lianjia.com/ershoufang/105102439039.html,高楼层(共35层),3室2厅,力高君御国际 ,77.82平米,2016年建板塔结合  -  ,310,39836,坪山
1.05102E+11,房子朝南带装修，看花园，楼间距大，采光好,https://sz.lianjia.com/ershoufang/105102388738.html,中楼层(共33层),1室0厅,深业御园 ,40.6平米,2012年建板塔结合  -  ,115,28326,坪山
1.05102E+11,坪山体育馆旁 满2年 金地品牌物业,https://sz.lianjia.com/ershoufang/105102472335.html,高楼层(共32层),3室2厅,金地朗悦 ,89.84平米,2014年建塔楼  -  ,290,32280,坪山
1.05103E+11,电梯大开间，明亮舒适，三面采光端头位置,https://sz.lianjia.com/ershoufang/105102553219.html,中楼层(共8层),1室0厅,启兴生活区 ,31.86平米,板楼  -  ,58,18205,坪山
1.05103E+11,六和城 3室1厅 330万,https://sz.lianjia.com/ershoufang/105102591693.html,低楼层(共29层),3室1厅,六和城 ,89平米,2016年建板塔结合  -  ,330,37079,坪山
1.05103E+11,深业东城上邸 4室2厅 368万,https://sz.lianjia.com/ershoufang/105102613514.html,高楼层(共31层),4室2厅,深业东城上邸 ,88.16平米,2009年建塔楼  -  ,368,41743,坪山
1.05102E+11,居家户型，坪山首座，民水民电，住家精装,https://sz.lianjia.com/ershoufang/105101568503.html,高楼层(共18层),2室1厅,坪山首座 ,45.88平米,塔楼  -  ,105,22886,坪山
1.05102E+11,70年产权公寓，朝南采光好；精装拎包入住,https://sz.lianjia.com/ershoufang/105101630070.html,低楼层(共18层),1室1厅,坪山首座 ,45.52平米,塔楼  -  ,117,25703,坪山
1.05101E+11,京基御景 标准3房 精装修 业主诚心出售,https://sz.lianjia.com/ershoufang/105101288411.html,高楼层(共33层),3室2厅,京基御景印象四期 ,88.25平米,2016年建板塔结合  -  ,330,37394,坪山
1.05101E+11,中粮物业，绿色生活，交通便捷，舒适四房,https://sz.lianjia.com/ershoufang/105101334445.html,低楼层(共32层),4室2厅,中粮一品澜山花园 ,125.92平米,2013年建板塔结合  -  ,330,26208,坪山
1.05101E+11,户型方正，满2年，业主诚心出售,https://sz.lianjia.com/ershoufang/105101381049.html,低楼层(共33层),3室2厅,京基御景印象四期 ,88.13平米,2016年建板塔结合  -  ,350,39715,坪山
1.05101E+11,户型方正，采光优良，日照充足。,https://sz.lianjia.com/ershoufang/105101413404.html,低楼层(共32层),4室2厅,中粮一品澜山花园 ,125.92平米,2013年建板塔结合  -  ,348,27637,坪山
1.05101E+11,坪山京基装修4房，中间楼层，视野开阔，,https://sz.lianjia.com/ershoufang/105101499212.html,高楼层(共33层),4室2厅,京基御景印象四期 ,88.3平米,2016年建板塔结合  -  ,370,41903,坪山
1.05102E+11,祥祺滨河名苑高层视野开阔，户型方正保养好,https://sz.lianjia.com/ershoufang/105101527834.html,高楼层(共33层),4室2厅,祥祺滨河名苑 ,89.88平米,2015年建板塔结合  -  ,285,31709,坪山
1.05102E+11,六和城 4室2厅 428万,https://sz.lianjia.com/ershoufang/105101547425.html,低楼层(共29层),4室2厅,六和城 ,139.67平米,2016年建板塔结合  -  ,428,30644,坪山
1.05102E+11,坪山益田假日广场楼上；未曾入住；中间楼层；看花园,https://sz.lianjia.com/ershoufang/105101547993.html,中楼层(共39层),3室2厅,六和城 ,167.78平米,2016年建塔楼  -  ,480,28609,坪山
1.05102E+11,力高君御国际 4室2厅 380万,https://sz.lianjia.com/ershoufang/105101548709.html,中楼层(共35层),4室2厅,力高君御国际 ,87.9平米,2016年建板塔结合  -  ,380,43231,坪山
1.05102E+11,居住适宜 14号轨道沙湖站 满二 使用率强 诚意出售,https://sz.lianjia.com/ershoufang/105101548776.html,中楼层(共33层),4室2厅,京基御景印象四期 ,88.17平米,2016年建板塔结合  -  ,325,36861,坪山
1.05102E+11,金地朗悦品质楼盘  南北通大4房  精装可直接入住,https://sz.lianjia.com/ershoufang/105101568376.html,中楼层(共33层),4室2厅,金地朗悦 ,126.83平米,2014年建塔楼  -  ,415,32721,坪山
1.05102E+11,138㎡毛坯大四房，楼下益田假日，生活配套齐全,https://sz.lianjia.com/ershoufang/105101568403.html,低楼层(共29层),4室2厅,六和城 ,138.38平米,2016年建塔楼  -  ,460,33242,坪山
1.05102E+11,央企物业，126平精装大四房，户型方正，采光充足,https://sz.lianjia.com/ershoufang/105101568450.html,中楼层(共32层),4室2厅,中粮一品澜山花园 ,126.31平米,2013年建板塔结合  -  ,480,38002,坪山
1.05102E+11,满2年，中高楼层，精装自住4房，南北通透，看房方便,https://sz.lianjia.com/ershoufang/105101568480.html,高楼层(共33层),4室2厅,京基御景印象四期 ,89.08平米,2016年建板塔结合  -  ,365,40975,坪山
1.05102E+11,此房满2年即买即住，南北对流，高层视野开阔,https://sz.lianjia.com/ershoufang/105101568562.html,中楼层(共33层),3室2厅,京基御景印象三期 ,89.38平米,2015年建板塔结合  -  ,350,39159,坪山
1.05102E+11,丹梓龙庭 4室2厅 338万,https://sz.lianjia.com/ershoufang/105101598692.html,高楼层(共28层),4室2厅,丹梓龙庭 ,137.27平米,2014年建板塔结合  -  ,338,24624,坪山
1.05102E+11,祥祺滨河名苑 3室2厅 360万,https://sz.lianjia.com/ershoufang/105101618454.html,低楼层(共32层),3室2厅,祥祺滨河名苑 ,107.16平米,2015年建板塔结合  -  ,360,33595,坪山
1.05102E+11,通透4房 户型方正 高楼层 诚心出售,https://sz.lianjia.com/ershoufang/105101628074.html,中楼层(共28层),4室2厅,丹梓龙庭 ,129平米,2014年建板塔结合  -  ,280,21706,坪山
1.05102E+11,大东城二期 中高楼层视野好 税费低 业主诚心出售,https://sz.lianjia.com/ershoufang/105101669513.html,中楼层(共29层),3室2厅,大东城二期 ,89.14平米,2014年建板塔结合  -  ,365,40947,坪山
1.05102E+11,万科缇香二期，精装修四房，楼层佳，采光好,https://sz.lianjia.com/ershoufang/105101690636.html,高楼层(共34层),4室2厅,万科金域缇香二期 ,87.85平米,2014年建板塔结合  -  ,370,42118,坪山
1.05102E+11,京基御景印象二期 3室2厅 498万,https://sz.lianjia.com/ershoufang/105101709575.html,低楼层(共33层),3室2厅,京基御景印象二期 ,129.38平米,2015年建板塔结合  -  ,498,38492,坪山
1.05102E+11,京基御景印象四期 3室2厅 300万,https://sz.lianjia.com/ershoufang/105101747730.html,中楼层(共33层),3室2厅,京基御景印象四期 ,77.78平米,2016年建板塔结合  -  ,300,38571,坪山
1.05102E+11,金地朗悦 舒适装修三房 户型方正实用 视野无遮挡,https://sz.lianjia.com/ershoufang/105101760335.html,高楼层(共33层),3室2厅,金地朗悦 ,87.89平米,2014年建塔楼  -  ,310,35272,坪山
1.05102E+11,京基御景印象四期 4室2厅 330万,https://sz.lianjia.com/ershoufang/105101803159.html,高楼层(共33层),4室2厅,京基御景印象四期 ,88.22平米,2016年建板塔结合  -  ,330,37407,坪山
1.05102E+11,深业东城国际 3室1厅 300万,https://sz.lianjia.com/ershoufang/105101858169.html,中楼层(共33层),3室1厅,深业东城国际 ,86.9平米,2013年建塔楼  -  ,300,34523,坪山
1.05102E+11,京基御景印象三期 3室2厅 310万,https://sz.lianjia.com/ershoufang/105101867287.html,低楼层(共33层),3室2厅,京基御景印象三期 ,89.38平米,2015年建板塔结合  -  ,310,34684,坪山
1.05102E+11,红本在手，繁华地段，高档小区。,https://sz.lianjia.com/ershoufang/105101889776.html,高楼层(共33层),3室2厅,大东城二期 ,77.54平米,2014年建塔楼  -  ,330,42559,坪山
1.05102E+11,业主诚心出售，实用型三房，总价低,https://sz.lianjia.com/ershoufang/105101941212.html,中楼层(共32层),3室2厅,深业御园 ,75.15平米,2012年建板塔结合  -  ,230,30606,坪山
1.05102E+11,通透户型，少有放卖，别墅小区优质房,https://sz.lianjia.com/ershoufang/105101968230.html,中楼层(共31层),3室2厅,大东城二期 ,75.78平米,2014年建板塔结合  -  ,310,40908,坪山
1.05102E+11,六和城 3室2厅 280万,https://sz.lianjia.com/ershoufang/105102083070.html,高楼层(共29层),3室2厅,六和城 ,71.81平米,2016年建塔楼  -  ,280,38992,坪山
1.05102E+11,中低楼层，视野开阔，采光好，毛坯房,https://sz.lianjia.com/ershoufang/105102092624.html,低楼层(共31层),3室1厅,心海城 ,80.75平米,塔楼  -  ,275,34056,坪山
1.05102E+11,心海城满两年精装 ，业主诚心出售，看房方便,https://sz.lianjia.com/ershoufang/105102093226.html,中楼层(共32层),3室2厅,心海城 ,80.93平米,板塔结合  -  ,280,34598,坪山
1.05102E+11,心海城 3室2厅 320万,https://sz.lianjia.com/ershoufang/105102096456.html,高楼层(共32层),3室2厅,心海城 ,94.41平米,板塔结合  -  ,320,33895,坪山
1.05102E+11,此房满2年，住家精装，看花园，前后无遮挡。看房方便,https://sz.lianjia.com/ershoufang/105102109577.html,高楼层(共29层),3室2厅,京基御景印象二期 ,98.62平米,2015年建板塔结合  -  ,325,32955,坪山
1.05102E+11,精装三房 户型方正 业主诚心出售，看房方便，,https://sz.lianjia.com/ershoufang/105102113255.html,高楼层(共33层),3室2厅,京基御景印象一期 ,89.22平米,2016年建板塔结合  -  ,340,38109,坪山
1.05102E+11,京基御景四期精装3房高楼层视野好,https://sz.lianjia.com/ershoufang/105102116133.html,高楼层(共33层),3室2厅,京基御景印象四期 ,88.17平米,2016年建板塔结合  -  ,330,37428,坪山
1.05102E+11,大东城二期，精装四房，中间楼层，业主诚心出售,https://sz.lianjia.com/ershoufang/105102119364.html,中楼层(共29层),4室2厅,大东城二期 ,87.47平米,2014年建板塔结合  -  ,460,52590,坪山
1.05102E+11,大东城一期 4室2厅 480万,https://sz.lianjia.com/ershoufang/105102122248.html,低楼层(共32层),4室2厅,大东城一期 ,88.38平米,2012年建塔楼  -  ,480,54311,坪山
1.05102E+11,坪山高铁旁，满五唯一，业主自己可赎楼,https://sz.lianjia.com/ershoufang/105102137157.html,低楼层(共33层),3室2厅,坪山招商花园城南区 ,89平米,2015年建板塔结合  -  ,350,39326,坪山
1.05102E+11,深业东城上邸  复式大4房 满两年 看房很方便,https://sz.lianjia.com/ershoufang/105102179067.html,低楼层(共31层),4室1厅,深业东城上邸 ,88.09平米,2009年建塔楼  -  ,312,35419,坪山
1.05102E+11,京基御景印象三期  满两年  视野开阔，无遮挡,https://sz.lianjia.com/ershoufang/105102192183.html,高楼层(共33层),3室2厅,京基御景印象三期 ,89.17平米,板塔结合  -  ,365,40934,坪山
1.05102E+11,坪山中粮一品澜山，大4房，双阳台，业主诚心出售。,https://sz.lianjia.com/ershoufang/105102198318.html,中楼层(共32层),4室2厅,中粮一品澜山花园 ,126平米,2013年建板塔结合  -  ,350,27778,坪山
1.05102E+11,京基御景印象 品质大盘 精装四房两卫 买来直接用,https://sz.lianjia.com/ershoufang/105102233354.html,低楼层(共33层),4室1厅,京基御景印象四期 ,88.3平米,2016年建板塔结合  -  ,380,43036,坪山
1.05102E+11,坐山观湖，视野无遮挡，满两年红本在手，看房方便,https://sz.lianjia.com/ershoufang/105102239100.html,高楼层(共32层),4室2厅,天峦湖 ,106.74平米,2015年建板塔结合  -  ,440,41222,坪山
1.05102E+11,京基御景印象三期 89平四房两厅 业主住家装修,https://sz.lianjia.com/ershoufang/105102242473.html,中楼层(共31层),4室2厅,京基御景印象三期 ,89平米,板塔结合  -  ,340,38203,坪山
1.05102E+11,户型方正楼层高。业主自住，装修保养好。,https://sz.lianjia.com/ershoufang/105102269699.html,低楼层(共33层),3室2厅,坪山招商花园城南区 ,89.09平米,2015年建板塔结合  -  ,350,39287,坪山
1.05102E+11,金地朗悦 满两年 精装大3房 看房很方便,https://sz.lianjia.com/ershoufang/105102277269.html,中楼层(共33层),3室2厅,金地朗悦 ,89.08平米,2014年建板楼  -  ,350,39291,坪山
1.05102E+11,六和城东南朝向，视野开阔，采光好，交通好,https://sz.lianjia.com/ershoufang/105102283374.html,低楼层(共39层),4室2厅,六和城 ,165.67平米,2016年建塔楼  -  ,530,31992,坪山
1.05102E+11,中粮一品澜山花园 4室2厅 340万,https://sz.lianjia.com/ershoufang/105102310234.html,高楼层(共32层),4室2厅,中粮一品澜山花园 ,131.33平米,2013年建板塔结合  -  ,340,25889,坪山
1.05102E+11,豪方菁园 2室2厅 210万,https://sz.lianjia.com/ershoufang/105102310432.html,高楼层(共25层),2室2厅,豪方菁园 ,56.73平米,2012年建板塔结合  -  ,210,37018,坪山
1.05102E+11,坪山大道旁，总价低的精装修改善大三房业主诚心出售,https://sz.lianjia.com/ershoufang/105102358291.html,中楼层(共11层),3室2厅,金田风华苑 ,113平米,2008年建塔楼  -  ,300,26549,坪山
1.05102E+11,天虹楼上大三房，业主诚心出售，看房方便。,https://sz.lianjia.com/ershoufang/105102360608.html,高楼层(共24层),3室2厅,深业东城国际 ,88.53平米,2012年建塔楼  -  ,320,36146,坪山
1.05102E+11,坪山科技园片区居家装修三房，户型方正，中间楼层,https://sz.lianjia.com/ershoufang/105102361121.html,中楼层(共33层),3室2厅,深业御园 ,77.66平米,2012年建板楼  -  ,230,29617,坪山
1.05102E+11,中粮大四房南北朝向采光通风效果好，适合居家人群,https://sz.lianjia.com/ershoufang/105102369750.html,高楼层(共32层),4室2厅,中粮一品澜山花园 ,149.41平米,2013年建板塔结合  -  ,370,24765,坪山
1.05102E+11,满5年，欠款少税费少，金地刚需大3房，看房方便,https://sz.lianjia.com/ershoufang/105102373518.html,高楼层(共33层),3室2厅,金地朗悦 ,88.58平米,2014年建塔楼  -  ,290,32739,坪山
1.05102E+11,金地朗悦舒适大四房，户型方正，南北通透双阳台。,https://sz.lianjia.com/ershoufang/105102400483.html,中楼层(共33层),4室1厅,金地朗悦 ,126.83平米,2014年建塔楼  -  ,365,28779,坪山
1.05102E+11,京基少量户型 正出阳台东南朝向看小区花园业主自住,https://sz.lianjia.com/ershoufang/105102403535.html,中楼层(共33层),4室2厅,京基御景印象一期 ,106.94平米,2015年建板塔结合  -  ,450,42080,坪山
1.05102E+11,坪山少有的复式房子，看房方便。,https://sz.lianjia.com/ershoufang/105102422506.html,高楼层(共31层),4室2厅,深业东城上邸 ,88.02平米,2009年建塔楼  -  ,398,45217,坪山
1.05102E+11,京基三房，正出阳台，看双花园，采光通风效果好无遮影,https://sz.lianjia.com/ershoufang/105102432227.html,高楼层(共33层),3室2厅,京基御景印象一期 ,89.11平米,2015年建板塔结合  -  ,360,40400,坪山
1.05102E+11,深业御园 3室2厅 235万,https://sz.lianjia.com/ershoufang/105102473857.html,低楼层(共32层),3室2厅,深业御园 ,75平米,2012年建板塔结合  -  ,235,31334,坪山
1.05102E+11,2梯3户，别墅小区大户型，朝南看花园，满五，看房方便,https://sz.lianjia.com/ershoufang/105102482004.html,低楼层(共31层),5室2厅,大东城一期 ,155.81平米,2012年建板楼  -  ,600,38509,坪山
1.05103E+11,精致三房户型，享受自然阳光生活,https://sz.lianjia.com/ershoufang/105102509338.html,低楼层(共35层),3室2厅,力高君御国际 ,78.37平米,2016年建板塔结合  -  ,300,38280,坪山
1.05103E+11,深业东城国际 3室2厅 280万,https://sz.lianjia.com/ershoufang/105102528784.html,中楼层(共33层),3室2厅,深业东城国际 ,81平米,2012年建塔楼  -  ,280,34568,坪山
1.05103E+11,京基御景印象一期 3室2厅 328万,https://sz.lianjia.com/ershoufang/105102528824.html,高楼层(共33层),3室2厅,京基御景印象一期 ,89.06平米,2015年建板塔结合  -  ,328,36830,坪山
1.05103E+11,东城朝南三房，满二税少，业主换房急售,https://sz.lianjia.com/ershoufang/105102528961.html,低楼层(共33层),3室2厅,深业东城国际 ,75.45平米,2013年建塔楼  -  ,251,33268,坪山
1.05103E+11,天峦湖精装双阳台 景观四房 采光充足，视野杠杠滴,https://sz.lianjia.com/ershoufang/105102529040.html,中楼层(共32层),4室2厅,天峦湖 ,131.71平米,2016年建塔楼  -  ,490,37203,坪山
1.05103E+11,99平3+1房  准新房  业主自己都没住过  值得考虑,https://sz.lianjia.com/ershoufang/105102543978.html,中楼层(共32层),3室2厅,心海城 ,99.39平米,板塔结合  -  ,356,35819,坪山
1.05102E+11,配套完善 交通方便 小区容积-率低 居住舒适度强,https://sz.lianjia.com/ershoufang/105101814935.html,中楼层(共31层),5室2厅,祥祺滨河名苑 ,136.06平米,2015年建板塔结合  -  ,435,31972,坪山
1.05102E+11,东津名座温馨一房一厅，户型方正实用。,https://sz.lianjia.com/ershoufang/105101548757.html,低楼层(共16层),1室1厅,东津名座 ,45.38平米,2010年建塔楼  -  ,120,26444,坪山
1.05102E+11,坪山首座 1室1厅 100万,https://sz.lianjia.com/ershoufang/105101548782.html,低楼层(共18层),1室1厅,坪山首座 ,45.88平米,塔楼  -  ,100,21796,坪山
